movie_id,title,genres,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,movie_mean_rating,movie_rating_std,movie_rating_count,genre_purity
48,Pocahontas (1995),Animation|Children's|Musical|Romance,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.9764397905759163,1.0973458292939022,382,0.25
49,When Night Is Falling (1995),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.740740740740741,0.9842057552468227,27,0.5
50,"Usual Suspects, The (1995)",Crime|Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.517106001121705,0.748821845665882,1783,0.5
52,Mighty Aphrodite (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.640371229698376,0.9140474017061119,431,1.0
53,Lamerica (1994),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.75,0.46291004988627593,8,1.0
54,"Big Green, The (1995)",Children's|Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5609756097560976,1.1191242220550157,41,0.5
55,Georgia (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.066666666666667,1.1946852000726917,45,1.0
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.3228756555322954,9,0.3333333333333333
57,Home for the Holidays (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.404040404040404,1.0093359295888649,99,1.0
58,"Postino, Il (The Postman) (1994)",Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.093812375249501,0.8973191387274358,501,0.5
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.75,1.3887301496588271,8,0.5
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.212885154061625,0.9969345265645617,357,0.3333333333333333
61,Eye for an Eye (1996),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,0.937436866561092,67,0.5
62,Mr. Holland's Opus (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6968576709796674,1.014966390650144,541,1.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.855855855855856,1.110666031522993,111,1.0
64,Two if by Sea (1996),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.2658227848101267,0.901691583515056,79,0.5
65,Bio-Dome (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.062937062937063,1.0760961212680833,143,1.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.6701030927835052,0.8505102571953508,97,0.5
67,Two Bits (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.25,0.9574271077563381,4,1.0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.45,0.8718769933456344,60,0.5
69,Friday (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6551724137931036,1.0371540728401616,319,1.0
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.1564551422319473,1.1787767782524565,914,0.2
71,Fair Game (1995),Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1041666666666665,1.051106351138413,96,1.0
72,Kicking and Screaming (1995),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6344086021505375,1.0507238316322618,93,0.5
73,"Misérables, Les (1995)",Drama|Musical,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.8169642857142856,1.023262030261688,224,0.5
74,Bed of Roses (1996),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.975,1.0959244591522117,120,0.5
75,Big Bully (1996),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9166666666666667,1.0836246694508316,12,0.5
76,Screamers (1995),Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.853932584269663,1.031159314632131,178,0.5
77,Nico Icon (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.764705882352941,0.8186768159996095,34,1.0
78,"Crossing Guard, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.26,1.0654116766848045,50,1.0
79,"Juror, The (1996)",Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.6052631578947367,1.001047425367144,114,0.5
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.826923076923077,0.7851852247107508,52,1.0
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.1626506024096384,1.1297852671674942,166,0.3333333333333333
82,Antonia's Line (Antonia) (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8764044943820224,1.0640854451241335,89,1.0
83,Once Upon a Time... When We Were Colored (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.696969696969697,0.8472325715546059,33,1.0
84,Last Summer in the Hamptons (1995),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0952380952380953,1.2611408289624877,21,0.5
85,Angels and Insects (1995),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.402061855670103,0.9938650549493064,194,0.5
86,White Squall (1996),Adventure|Drama,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3940677966101696,0.9325136355520188,236,0.5
87,Dunston Checks In (1996),Children's|Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.210526315789474,1.0239243393100779,76,0.5
88,Black Sheep (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9427083333333335,1.0594125401334327,192,1.0
89,Nick of Time (1995),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.074235807860262,0.8878764120631533,229,0.5
90,"Journey of August King, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,1.0327955589886444,6,1.0
92,Mary Reilly (1996),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.340909090909091,1.015810232485454,88,0.5
93,Vampire in Brooklyn (1995),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.235955056179775,0.9655718031550053,89,0.5
94,Beautiful Girls (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7252747252747254,0.9698884604770278,182,1.0
95,Broken Arrow (1996),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.876175548589342,1.0401801168887694,638,0.5
96,In the Bleak Midwinter (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.923076923076923,0.8623164985025762,13,1.0
97,"Hate (Haine, La) (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.75,1.2598449517006374,44,1.0
98,Shopping (1994),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.6324555320336759,6,0.5
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.46,0.97331749125119,50,1.0
100,City Hall (1996),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0625,0.9618715352861321,128,0.5
101,Bottle Rocket (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.869565217391304,0.9187112526629333,253,1.0
102,Mr. Wrong (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8166666666666667,0.9295828600965655,60,1.0
103,Unforgettable (1996),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.212121212121212,1.082750425928563,33,1.0
104,Happy Gilmore (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526392961876833,1.1496184176269804,682,1.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.2325581395348837,1.1093920374937623,387,0.5
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5833333333333335,1.5050420310248864,12,0.5
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.1484375,1.106769499710846,256,0.25
108,Catwalk (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.857142857142857,1.5735915849388864,7,1.0
110,Braveheart (1995),Action|Drama|War,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.234957020057307,0.9293500477516424,2443,0.3333333333333333
111,Taxi Driver (1976),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.183870967741935,0.884845699719571,1240,0.5
112,Rumble in the Bronx (1995),Action|Adventure|Crime,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.443859649122807,0.9492421440840716,570,0.3333333333333333
113,Before and After (1996),Drama|Mystery,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.981132075471698,0.8877492290951713,53,0.5
114,Margaret's Museum (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.090909090909091,0.9438798074485389,11,1.0
116,Anne Frank Remembered (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.097560975609756,1.0909829982355475,41,1.0
117,"Young Poisoner's Handbook, The (1995)",Crime,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.632911392405063,0.787355443628949,79,1.0
118,If Lucy Fell (1996),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.073529411764706,1.123908113185073,68,0.5
119,"Steal Big, Steal Little (1995)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4615384615384617,1.1982893790305562,13,1.0
120,Race the Sun (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0.5773502691896258,3,1.0
121,"Boys of St. Vincent, The (1993)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.054054054054054,0.6644105970267492,37,1.0
122,Boomerang (1992),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.768041237113402,0.9725823104613281,194,0.5
123,Chungking Express (1994),Drama|Mystery|Romance,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3.869565217391304,1.047316865291215,115,0.3333333333333333
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2142857142857144,1.1883130530663677,14,1.0
125,Flirting With Disaster (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335,0.9698396021188586,318,1.0
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9898989898989898,1.0737588895828305,99,0.3333333333333333
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,,1,1.0
128,Jupiter's Wife (1994),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333,0.778498944161523,12,1.0
129,Pie in the Sky (1995),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3076923076923075,0.8548504142651103,13,0.5
130,Angela (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1.4142135623730951,2,1.0
131,Frankie Starlight (1995),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0625,0.9287087810503355,16,0.5
132,Jade (1995),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4945054945054945,1.0151477875290034,91,1.0
133,Nueba Yol (1995),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,,1,0.5
134,Sonic Outlaws (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,2,1.0
135,Down Periscope (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81203007518797,1.115662433604044,133,1.0
136,From the Journals of Jean Seberg (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25,1.4880476182856899,8,1.0
137,Man of the Year (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1.1547005383792515,13,1.0
138,"Neon Bible, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,2.1213203435596424,2,1.0
139,Target (1995),Action|Drama,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,,1,0.5
140,Up Close and Personal (1996),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.1654676258992804,1.1137944174663048,139,0.5
141,"Birdcage, The (1996)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5498533724340176,0.9547816022443066,682,1.0
142,Shadows (Cienie) (1988),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,,1,1.0
144,"Brothers McMullen, The (1995)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392609699769053,0.9220251852419817,433,1.0
145,Bad Boys (1995),Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2955801104972378,1.0358837785706485,362,1.0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.888888888888889,1.4095843729891318,18,0.5
147,"Basketball Diaries, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.541436464088398,1.051293453374189,181,1.0
148,"Awfully Big Adventure, An (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.782608695652174,1.1263989983825946,23,1.0
149,Amateur (1994),Crime|Drama|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3.7872340425531914,0.8581114302012286,47,0.3333333333333333
150,Apollo 13 (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.073541167066347,0.8016154752148421,1251,1.0
151,Rob Roy (1995),Drama|Romance|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.588447653429603,0.9414755693627744,554,0.3333333333333333
152,"Addiction, The (1995)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,1.1631599960755994,69,1.0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.642213642213642,1.0469244306904564,777,0.25
154,Belle de jour (1967),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7261904761904763,0.9070738698792594,168,1.0
155,Beyond Rangoon (1995),Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.413793103448276,1.0515959536434736,87,0.5
156,Blue in the Face (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5606060606060606,1.0247519456515077,66,1.0
157,Canadian Bacon (1994),Comedy|War,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.732620320855615,1.1972886394898723,187,0.5
158,Casper (1995),Adventure|Children's,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9806949806949805,1.0132905085239037,259,0.5
159,Clockers (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2844827586206895,0.9022294558506154,116,1.0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.2389380530973453,1.011234203807458,565,0.25
161,Crimson Tide (1995),Drama|Thriller|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.723684210526316,0.8574049183164639,760,0.3333333333333333
162,Crumb (1994),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.063136456211812,1.0410383061209085,491,1.0
163,Desperado (1995),Action|Romance|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.4574074074074073,0.9935042928482609,540,0.3333333333333333
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3.5672823218997363,0.868365704529526,379,0.25
165,Die Hard: With a Vengeance (1995),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.561212121212121,1.0067483391093823,825,0.5
166,"Doom Generation, The (1995)",Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.459016393442623,1.285480072343964,61,0.5
167,Feast of July (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6,0.8944271909999159,5,1.0
168,First Knight (1995),Action|Adventure|Drama|Romance,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.9502762430939224,1.1301765757851452,362,0.25
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.017699115044248,1.026282306651361,113,0.3333333333333333
170,Hackers (1995),Action|Crime|Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.146417445482866,1.1209906055336523,321,0.3333333333333333
171,Jeffrey (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5698924731182795,1.0467117191924928,93,1.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.576419213973799,1.104818695098524,458,0.3333333333333333
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3085106382978724,1.0326113656979987,564,0.3333333333333333
