user_id,mean_rating,rating_std,rating_count,rating_min,rating_max,rating_strictness,rating_variability,Action_favorite_degree,Adventure_favorite_degree,Animation_favorite_degree,Children's_favorite_degree,Comedy_favorite_degree,Crime_favorite_degree,Documentary_favorite_degree,Drama_favorite_degree,Fantasy_favorite_degree,Film-Noir_favorite_degree,Horror_favorite_degree,Musical_favorite_degree,Mystery_favorite_degree,Romance_favorite_degree,Sci-Fi_favorite_degree,Thriller_favorite_degree,War_favorite_degree,Western_favorite_degree,Action_rating_cnt,Adventure_rating_cnt,Animation_rating_cnt,Children's_rating_cnt,Comedy_rating_cnt,Crime_rating_cnt,Documentary_rating_cnt,Drama_rating_cnt,Fantasy_rating_cnt,Film-Noir_rating_cnt,Horror_rating_cnt,Musical_rating_cnt,Mystery_rating_cnt,Romance_rating_cnt,Sci-Fi_rating_cnt,Thriller_rating_cnt,War_rating_cnt,Western_rating_cnt,favorite_genre,num_liked_genres,activity_level,activity_level_encoded,favorite_genre_encoded
11,3.2773722627737225,1.3489098376494046,137,1,5,0.3041921902555944,0.4115827344275466,0.03879310344827586,0.034482758620689655,0.004310344827586207,0.02586206896551724,0.3620689655172414,0.03017241379310345,0.008620689655172414,0.23275862068965517,0.008620689655172414,0.0,0.017241379310344827,0.01293103448275862,0.01293103448275862,0.09482758620689655,0.017241379310344827,0.07758620689655173,0.017241379310344827,0.004310344827586207,9,8,1,6,84,7,2,54,2,0,4,3,3,22,4,18,4,1,Comedy,17,super,2,4
12,3.8260869565217392,1.114049693401326,23,1,5,-0.24452250349242233,0.29117207895716474,0.13333333333333333,0.06666666666666667,0.0,0.022222222222222223,0.15555555555555556,0.13333333333333333,0.0,0.26666666666666666,0.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.0,6,3,0,1,7,6,0,12,0,1,1,1,1,1,1,3,1,0,Drama,14,active,0,7
13,3.388888888888889,0.7952350306004389,108,1,5,0.19267556414042808,0.23465951722635903,0.21359223300970873,0.24271844660194175,0.006472491909385114,0.038834951456310676,0.05825242718446602,0.025889967637540454,0.0,0.07119741100323625,0.045307443365695796,0.003236245954692557,0.009708737864077669,0.006472491909385114,0.012944983818770227,0.042071197411003236,0.11974110032362459,0.06472491909385113,0.02912621359223301,0.009708737864077669,66,75,2,12,18,8,0,22,14,1,3,2,4,13,37,20,9,3,Adventure,17,super,2,1
14,3.32,1.4059397805975427,25,1,5,0.2615644530293171,0.42347583752938034,0.08695652173913043,0.0,0.0,0.0,0.17391304347826086,0.06521739130434782,0.0,0.2826086956521739,0.0,0.0,0.08695652173913043,0.0,0.021739130434782608,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.0,4,0,0,0,8,3,0,13,0,0,4,0,1,6,2,4,1,0,Drama,10,active,0,7
15,3.3233830845771144,0.8245607906712747,201,1,5,0.2581813684522025,0.24810886066605722,0.13270142180094788,0.054502369668246446,0.004739336492890996,0.0071090047393364926,0.14928909952606634,0.07582938388625593,0.0,0.1872037914691943,0.016587677725118485,0.004739336492890996,0.023696682464454975,0.009478672985781991,0.045023696682464455,0.05924170616113744,0.04265402843601896,0.14928909952606634,0.030805687203791468,0.0071090047393364926,56,23,2,3,63,32,0,79,7,2,10,4,19,25,18,63,13,3,Drama,17,super,2,7
16,3.0285714285714285,1.2481919697215291,35,1,5,0.5529930244578884,0.41213885792692,0.09210526315789473,0.06578947368421052,0.05263157894736842,0.05263157894736842,0.2894736842105263,0.013157894736842105,0.0,0.05263157894736842,0.0,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.013157894736842105,0.14473684210526316,0.06578947368421052,0.06578947368421052,0.013157894736842105,0.02631578947368421,7,5,4,4,22,1,0,4,0,1,2,1,1,11,5,5,1,2,Comedy,16,active,0,4
17,4.075829383886256,0.8129509147538629,211,2,5,-0.4942649308569389,0.19945656164309894,0.1267605633802817,0.07042253521126761,0.02012072434607646,0.022132796780684104,0.06639839034205232,0.04426559356136821,0.002012072434607646,0.13883299798792756,0.018108651911468814,0.02414486921529175,0.04024144869215292,0.004024144869215292,0.018108651911468814,0.030181086519114688,0.23340040241448692,0.11267605633802817,0.02414486921529175,0.004024144869215292,63,35,10,11,33,22,1,69,9,12,20,2,9,15,116,56,12,2,Sci-Fi,18,super,2,14
18,3.6491803278688524,1.361431008798094,305,1,5,-0.06761587483953546,0.3730785783319126,0.16344916344916344,0.10424710424710425,0.05405405405405406,0.10038610038610038,0.10296010296010295,0.04247104247104247,0.0,0.13256113256113256,0.04247104247104247,0.003861003861003861,0.009009009009009009,0.028314028314028315,0.010296010296010296,0.05662805662805663,0.05662805662805663,0.05405405405405406,0.02702702702702703,0.011583011583011582,127,81,42,78,80,33,0,103,33,3,7,22,8,44,44,42,21,9,Action,17,super,2,0
19,3.5725490196078433,1.0838976096013075,255,1,5,0.009015433421473595,0.30339614758324196,0.17553191489361702,0.07801418439716312,0.05319148936170213,0.05319148936170213,0.13120567375886524,0.026595744680851064,0.0017730496453900709,0.06914893617021277,0.014184397163120567,0.0017730496453900709,0.10283687943262411,0.030141843971631204,0.015957446808510637,0.03723404255319149,0.09574468085106383,0.09219858156028368,0.01773049645390071,0.0035460992907801418,99,44,30,30,74,15,1,39,8,1,58,17,9,21,54,52,10,2,Action,18,super,2,0
20,4.083333333333333,0.8297022339981068,24,2,5,-0.5017688803040161,0.20319238383627108,0.2698412698412698,0.06349206349206349,0.0,0.0,0.06349206349206349,0.07936507936507936,0.0,0.09523809523809523,0.0,0.015873015873015872,0.015873015873015872,0.0,0.031746031746031744,0.031746031746031744,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.0,17,4,0,0,4,5,0,6,0,1,1,0,2,2,9,9,3,0,Action,12,active,0,0
21,2.909090909090909,1.4111491740216524,22,1,5,0.6724735439384077,0.485082528569943,0.08771929824561403,0.08771929824561403,0.24561403508771928,0.14035087719298245,0.12280701754385964,0.017543859649122806,0.0,0.017543859649122806,0.0,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.08771929824561403,0.03508771929824561,0.03508771929824561,0.017543859649122806,5,5,14,8,7,1,0,1,0,1,1,2,1,1,5,2,2,1,Animation,16,active,0,2
22,3.0673400673400675,1.0145115964018248,297,1,5,0.5142243856892494,0.3307463711650296,0.1583710407239819,0.07692307692307693,0.016591251885369532,0.02865761689291101,0.21116138763197587,0.03619909502262444,0.0015082956259426848,0.08295625942684766,0.0196078431372549,0.0030165912518853697,0.04675716440422323,0.00904977375565611,0.016591251885369532,0.04524886877828054,0.08748114630467571,0.13273001508295626,0.021116138763197588,0.006033182503770739,105,51,11,19,140,24,1,55,13,2,31,6,11,30,58,88,14,4,Comedy,18,super,2,4
23,3.3157894736842106,1.0239446962658398,304,1,5,0.2657749793451063,0.30880871792144376,0.13253012048192772,0.07095046854082998,0.01740294511378849,0.029451137884872823,0.12315930388219545,0.07228915662650602,0.006693440428380187,0.0963855421686747,0.03748326639892905,0.012048192771084338,0.040160642570281124,0.006693440428380187,0.020080321285140562,0.03614457831325301,0.14859437751004015,0.13253012048192772,0.014725568942436412,0.002677376171352075,99,53,13,22,92,54,5,72,28,9,30,5,15,27,111,99,11,2,Sci-Fi,18,super,2,14
24,3.948529411764706,0.8283839952419316,136,1,5,-0.36696495873538915,0.2097955742139715,0.09271523178807947,0.08609271523178808,0.013245033112582781,0.013245033112582781,0.23841059602649006,0.04304635761589404,0.0033112582781456954,0.2185430463576159,0.019867549668874173,0.0033112582781456954,0.009933774834437087,0.023178807947019868,0.0033112582781456954,0.12582781456953643,0.046357615894039736,0.016556291390728478,0.033112582781456956,0.009933774834437087,28,26,4,4,72,13,1,66,6,1,3,7,1,38,14,5,10,3,Comedy,18,super,2,4
25,3.7411764705882353,1.1035973771572434,85,1,5,-0.1596120175589184,0.29498672030932604,0.19736842105263158,0.11842105263157894,0.039473684210526314,0.03508771929824561,0.11842105263157894,0.008771929824561403,0.0043859649122807015,0.08333333333333333,0.02631578947368421,0.0043859649122807015,0.013157894736842105,0.0043859649122807015,0.0043859649122807015,0.021929824561403508,0.18859649122807018,0.07017543859649122,0.05701754385964912,0.0043859649122807015,45,27,9,8,27,2,1,19,6,1,3,1,1,5,43,16,13,1,Action,18,active,0,0
26,2.96,1.032504316168832,400,1,5,0.621564453029317,0.34881902573271356,0.08678756476683938,0.04533678756476684,0.015544041450777202,0.04015544041450777,0.2810880829015544,0.015544041450777202,0.0,0.17875647668393782,0.018134715025906734,0.0012953367875647669,0.01683937823834197,0.018134715025906734,0.01683937823834197,0.13212435233160622,0.042746113989637305,0.06217616580310881,0.018134715025906734,0.010362694300518135,67,35,12,31,217,12,0,138,14,1,13,14,13,102,33,48,14,8,Comedy,17,super,2,4
27,4.171428571428572,1.1791845447071423,70,1,5,-0.5898641183992548,0.2826812264708903,0.05,0.06428571428571428,0.02142857142857143,0.04285714285714286,0.17857142857142858,0.04285714285714286,0.0,0.17857142857142858,0.06428571428571428,0.1,0.014285714285714285,0.007142857142857143,0.02857142857142857,0.06428571428571428,0.02857142857142857,0.05714285714285714,0.04285714285714286,0.014285714285714285,7,9,3,6,25,6,0,25,9,14,2,1,4,9,4,8,6,2,Comedy,17,active,0,4
28,3.7570093457943927,0.8560673740824583,107,2,5,-0.1754448927650758,0.22785872892244535,0.08370044052863436,0.04405286343612335,0.01762114537444934,0.02643171806167401,0.15859030837004406,0.030837004405286344,0.0,0.2026431718061674,0.01762114537444934,0.02643171806167401,0.02643171806167401,0.02643171806167401,0.022026431718061675,0.10572687224669604,0.06607929515418502,0.09691629955947137,0.03524229074889868,0.013215859030837005,19,10,4,6,36,7,0,46,4,6,6,6,5,24,15,22,8,3,Drama,17,super,2,7
29,3.5833333333333335,1.0512564800827096,108,1,5,-0.0017688803040165624,0.29337390141843056,0.3345724907063197,0.10780669144981413,0.0037174721189591076,0.0,0.040892193308550186,0.02973977695167286,0.0,0.08921933085501858,0.011152416356877323,0.007434944237918215,0.026022304832713755,0.0037174721189591076,0.0037174721189591076,0.03345724907063197,0.10780669144981413,0.12639405204460966,0.06319702602230483,0.011152416356877323,90,29,1,0,11,8,0,24,3,2,7,1,1,9,29,34,17,3,Action,16,super,2,0
30,3.488372093023256,0.9353403511749032,43,2,5,0.09319236000606113,0.26813090067013895,0.05405405405405406,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.10810810810810811,0.08108108108108109,0.02702702702702703,0.36486486486486486,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.02702702702702703,0.08108108108108109,0.04054054054054054,0.0945945945945946,0.02702702702702703,0.0,4,1,1,1,8,6,2,27,1,1,1,1,2,6,3,7,2,0,Drama,17,active,0,7
31,3.73109243697479,1.0226045095286924,119,1,5,-0.14952798394547306,0.27407643386016756,0.06837606837606838,0.04700854700854701,0.01282051282051282,0.02564102564102564,0.452991452991453,0.029914529914529916,0.004273504273504274,0.08974358974358974,0.008547008547008548,0.0,0.02564102564102564,0.029914529914529916,0.01282051282051282,0.09401709401709402,0.03418803418803419,0.021367521367521368,0.021367521367521368,0.021367521367521368,16,11,3,6,106,7,1,21,2,0,6,7,3,22,8,5,5,5,Comedy,17,super,2,4
32,3.625,1.002656047174788,48,1,5,-0.04343554697068308,0.2765947716344243,0.06862745098039216,0.0196078431372549,0.0392156862745098,0.029411764705882353,0.12745098039215685,0.049019607843137254,0.0,0.20588235294117646,0.00980392156862745,0.00980392156862745,0.0,0.029411764705882353,0.00980392156862745,0.08823529411764706,0.049019607843137254,0.21568627450980393,0.0392156862745098,0.00980392156862745,7,2,4,3,13,5,0,21,1,1,0,3,1,9,5,22,4,1,Thriller,16,active,0,15
33,3.498721227621483,1.0250070176292738,391,1,5,0.08284322540783373,0.2929661870563202,0.09549795361527967,0.0504774897680764,0.005457025920873124,0.02455661664392906,0.11323328785811733,0.0504774897680764,0.004092769440654843,0.22237380627557982,0.009549795361527967,0.015006821282401092,0.0723055934515689,0.023192360163710776,0.023192360163710776,0.058663028649386086,0.06412005457025921,0.12005457025920874,0.03137789904502047,0.01637107776261937,70,37,4,18,83,37,3,163,7,11,53,17,17,43,47,88,23,12,Drama,18,super,2,7
34,3.8658536585365852,1.0539111512120507,164,1,5,-0.2842892055072683,0.2726205501557986,0.05198776758409786,0.039755351681957186,0.01529051987767584,0.027522935779816515,0.3669724770642202,0.01529051987767584,0.0,0.12538226299694188,0.012232415902140673,0.0,0.04892966360856269,0.012232415902140673,0.009174311926605505,0.18960244648318042,0.021406727828746176,0.05504587155963303,0.0061162079510703364,0.0030581039755351682,17,13,5,9,120,5,0,41,4,0,16,4,3,62,7,18,2,1,Comedy,16,super,2,4
35,3.54040404040404,1.0499619709738093,198,1,5,0.0411604126252767,0.296565578106725,0.04859335038363171,0.02557544757033248,0.02557544757033248,0.028132992327365727,0.18925831202046037,0.017902813299232736,0.0,0.25831202046035806,0.0076726342710997444,0.005115089514066497,0.005115089514066497,0.07161125319693094,0.028132992327365727,0.15601023017902813,0.015345268542199489,0.04603580562659847,0.03324808184143223,0.03836317135549872,19,10,10,11,74,7,0,101,3,2,2,28,11,61,6,18,13,15,Drama,17,super,2,7
36,4.199430199430199,0.7709731995339879,351,1,5,-0.6178657464008821,0.18358995457016947,0.15375,0.0525,0.025,0.02125,0.1725,0.03875,0.0125,0.13875,0.01125,0.00625,0.0225,0.01,0.015,0.06125,0.085,0.11375,0.0475,0.0125,123,42,20,17,138,31,10,111,9,5,18,8,12,49,68,91,38,10,Comedy,18,super,2,4
37,3.69811320754717,1.4621494406994078,53,1,5,-0.11654875451785296,0.3953771446789215,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.031746031746031744,0.23015873015873015,0.007936507936507936,0.0,0.07142857142857142,0.015873015873015872,0.0,0.031746031746031744,0.05555555555555555,0.007936507936507936,0.30158730158730157,0.031746031746031744,0.031746031746031744,0.03968253968253968,0.0,9,6,3,4,29,1,0,9,2,0,4,7,1,38,4,4,5,0,Romance,15,active,0,13
38,3.58,0.8187203614806646,100,1,5,0.001564453029316848,0.22869283840242027,0.03271028037383177,0.018691588785046728,0.037383177570093455,0.06542056074766354,0.22897196261682243,0.014018691588785047,0.004672897196261682,0.205607476635514,0.0,0.0,0.0,0.03271028037383177,0.004672897196261682,0.2850467289719626,0.009345794392523364,0.0514018691588785,0.009345794392523364,0.0,7,4,8,14,49,3,1,44,0,0,0,7,1,61,2,11,2,0,Romance,14,active,0,13
39,3.564516129032258,1.2495371961865012,62,1,5,0.017048323997058912,0.3505488966677062,0.10344827586206896,0.04310344827586207,0.04310344827586207,0.034482758620689655,0.2413793103448276,0.0603448275862069,0.0,0.15517241379310345,0.0,0.008620689655172414,0.034482758620689655,0.0,0.02586206896551724,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.008620689655172414,0.0,12,5,5,4,28,7,0,18,0,1,4,0,3,8,8,12,1,0,Comedy,14,active,0,4
40,3.4479166666666665,1.1320200078821987,96,1,5,0.1336477863626504,0.3283200022860758,0.18490566037735848,0.23018867924528302,0.0037735849056603774,0.03773584905660377,0.06415094339622641,0.007547169811320755,0.0,0.07924528301886792,0.033962264150943396,0.0037735849056603774,0.0037735849056603774,0.011320754716981131,0.0037735849056603774,0.045283018867924525,0.09056603773584905,0.03773584905660377,0.15471698113207547,0.007547169811320755,49,61,1,10,17,2,0,21,9,1,1,3,1,12,24,10,41,2,Adventure,17,active,0,1
41,3.48,1.5842979517754858,25,1,5,0.10156445302931694,0.4552580321193925,0.1111111111111111,0.06349206349206349,0.031746031746031744,0.047619047619047616,0.07936507936507936,0.0,0.0,0.14285714285714285,0.031746031746031744,0.0,0.07936507936507936,0.015873015873015872,0.031746031746031744,0.1111111111111111,0.09523809523809523,0.09523809523809523,0.06349206349206349,0.0,7,4,2,3,5,0,0,9,2,0,5,1,2,7,6,6,4,0,Drama,14,active,0,7
42,3.74025974025974,0.7644707871564385,231,1,5,-0.15869528723042325,0.20438975906613113,0.21514629948364888,0.1153184165232358,0.0068846815834767644,0.0189328743545611,0.10154905335628227,0.029259896729776247,0.0017211703958691911,0.07056798623063683,0.039586919104991396,0.0017211703958691911,0.022375215146299483,0.0051635111876075735,0.008605851979345954,0.03270223752151463,0.20654044750430292,0.0963855421686747,0.020654044750430294,0.0068846815834767644,125,67,4,11,59,17,1,41,23,1,13,3,5,19,120,56,12,4,Action,18,super,2,0
43,4.125,0.9469631093315002,24,1,5,-0.5434355469706831,0.229566814383394,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.35714285714285715,0.023809523809523808,0.0,0.11904761904761904,0.0,0.0,0.0,0.023809523809523808,0.0,0.16666666666666666,0.023809523809523808,0.09523809523809523,0.023809523809523808,0.0,3,1,2,1,15,1,0,5,0,0,0,1,0,7,1,4,1,0,Comedy,12,active,0,4
44,3.6321243523316062,1.1921637126625235,193,1,5,-0.050559899302289324,0.3282276698200671,0.11522633744855967,0.1337448559670782,0.037037037037037035,0.0720164609053498,0.1419753086419753,0.01646090534979424,0.0,0.07407407407407407,0.051440329218107,0.00411522633744856,0.05761316872427984,0.03292181069958848,0.0205761316872428,0.059670781893004114,0.09465020576131687,0.06584362139917696,0.018518518518518517,0.00411522633744856,56,65,18,35,69,8,0,36,25,2,28,16,10,29,46,32,9,2,Comedy,17,super,2,4
45,2.946127946127946,1.1167309421198992,297,1,5,0.635436506901371,0.3790503883538401,0.02159468438538206,0.029900332225913623,0.013289036544850499,0.03156146179401993,0.3903654485049834,0.006644518272425249,0.0,0.14119601328903655,0.011627906976744186,0.0,0.008305647840531562,0.024916943521594685,0.008305647840531562,0.24916943521594684,0.02159468438538206,0.019933554817275746,0.011627906976744186,0.009966777408637873,13,18,8,19,235,4,0,85,7,0,5,15,5,150,13,12,7,6,Comedy,16,super,2,4
46,4.219512195121951,1.6048706353153706,41,1,5,-0.6379477420926345,0.38034506386086814,0.04918032786885246,0.03278688524590164,0.0,0.0,0.06557377049180328,0.0,0.01639344262295082,0.06557377049180328,0.01639344262295082,0.0,0.5409836065573771,0.0,0.04918032786885246,0.0,0.01639344262295082,0.14754098360655737,0.0,0.0,3,2,0,0,4,0,1,4,1,0,33,0,3,0,1,9,0,0,Horror,10,active,0,10
47,3.909090909090909,0.750180353495453,22,2,5,-0.32752645606159225,0.19190660205697635,0.06818181818181818,0.022727272727272728,0.0,0.022727272727272728,0.06818181818181818,0.11363636363636363,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.06818181818181818,0.045454545454545456,0.0,3,1,0,1,3,5,0,20,0,0,0,0,0,6,0,3,2,0,Drama,9,active,0,7
48,3.068561872909699,0.8166903868404631,598,1,5,0.5130025801196179,0.2661476029049575,0.1438253012048193,0.0858433734939759,0.0286144578313253,0.06551204819277108,0.18072289156626506,0.01957831325301205,0.002259036144578313,0.1144578313253012,0.02635542168674699,0.0030120481927710845,0.01581325301204819,0.02786144578313253,0.017319277108433735,0.06325301204819277,0.0783132530120482,0.06927710843373494,0.039909638554216864,0.018072289156626505,191,114,38,87,240,26,3,152,35,4,21,37,23,84,104,92,53,24,Comedy,18,super,2,4
49,3.712962962962963,0.8652256571945691,108,1,5,-0.13139850993364588,0.23302835655115578,0.22695035460992907,0.09574468085106383,0.0851063829787234,0.0673758865248227,0.05673758865248227,0.04609929078014184,0.0035460992907801418,0.07801418439716312,0.010638297872340425,0.0070921985815602835,0.014184397163120567,0.028368794326241134,0.010638297872340425,0.03546099290780142,0.09574468085106383,0.10283687943262411,0.03546099290780142,0.0,64,27,24,19,16,13,1,22,3,2,4,8,3,10,27,29,10,0,Action,17,super,2,0
50,3.0697674418604652,0.8835897786925597,43,1,5,0.5117970111688517,0.2878360642710611,0.09876543209876543,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.18518518518518517,0.024691358024691357,0.0,0.19753086419753085,0.0,0.0,0.037037037037037035,0.024691358024691357,0.024691358024691357,0.08641975308641975,0.04938271604938271,0.09876543209876543,0.012345679012345678,0.012345679012345678,8,6,3,3,15,2,0,16,0,0,3,2,2,7,4,8,1,1,Drama,15,active,0,7
51,3.825,0.9306049865682221,40,1,5,-0.24343554697068326,0.24329542132502538,0.02631578947368421,0.0,0.06578947368421052,0.07894736842105263,0.34210526315789475,0.013157894736842105,0.0,0.17105263157894737,0.0,0.013157894736842105,0.039473684210526314,0.02631578947368421,0.013157894736842105,0.09210526315789473,0.039473684210526314,0.07894736842105263,0.0,0.0,2,0,5,6,26,1,0,13,0,1,3,2,1,7,3,6,0,0,Comedy,13,active,0,4
52,3.5569620253164556,1.1064708906576661,79,1,5,0.024602427712861363,0.31107188740909475,0.3197969543147208,0.07106598984771574,0.0,0.0,0.09644670050761421,0.04060913705583756,0.0,0.1065989847715736,0.005076142131979695,0.0,0.025380710659898477,0.0,0.02030456852791878,0.04060913705583756,0.05583756345177665,0.16751269035532995,0.03553299492385787,0.015228426395939087,63,14,0,0,19,8,0,21,1,0,5,0,4,8,11,33,7,3,Action,13,active,0,0
53,4.2368421052631575,0.94631254680118,684,1,5,-0.6552776522338406,0.22335327191580648,0.10324288550628723,0.05757776307081403,0.022501654533421574,0.03838517538054269,0.10919920582395765,0.03970880211780278,0.0006618133686300463,0.19457313037723362,0.027796161482461945,0.0066181336863004635,0.05757776307081403,0.029781601588352084,0.02382528127068167,0.0641958967571145,0.0900066181336863,0.10390469887491727,0.02382528127068167,0.0066181336863004635,156,87,34,58,165,60,1,294,42,10,87,45,36,97,136,157,36,10,Drama,18,super,2,7
54,4.025,0.7675301714607472,40,2,5,-0.44343554697068344,0.19069072582875704,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.041666666666666664,0.5,0.027777777777777776,0.0,0.1527777777777778,0.013888888888888888,0.0,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.05555555555555555,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.05555555555555555,2,1,1,3,36,2,0,11,1,0,1,1,1,4,2,1,1,4,Comedy,16,active,0,4
